address,amount,reasonCode
0x1bd5371940f7d032381a2da7f7e651f4e398fdb2,48459.56262329535,Season0_dapp_gainzswap
0x0d18c17aef629f4ea57c6d1372695a7641204925,47536.27188868709,Season0_dapp_gainzswap
0x9a9bf95c4bbe82705151879fab44c29a3d126acf,47475.85728042082,Season0_dapp_gainzswap
0x86486335295f0df2e4f1c93fa3cc352c5ea2340a,47435.46543242588,Season0_dapp_gainzswap
0x6d3fb03cc874155ea1844052efc2def432c84ca5,47403.93777596124,Season0_dapp_gainzswap
0x49d8d8a61a7807a8cc78b42a34fa223014518863,47293.15156482849,Season0_dapp_gainzswap
0xdae47aef15aa77ab6db2fb70bf3319c980c8176e,47061.04192270902,Season0_dapp_gainzswap
0x3b293ff64d4cb0ddd27e08e393a7aaca536d2e50,46978.088752799464,Season0_dapp_gainzswap
0xdad8513017f9c66316e650953a2eb775867ab54f,46826.249099732704,Season0_dapp_gainzswap
0x19e2a3c0ad0d0a3892514b38398788995e3b5d83,46806.70608819605,Season0_dapp_gainzswap
0x3f478bf7c578767048ddb7c23c9f24bb1e0ca34a,46745.76162367673,Season0_dapp_gainzswap
0xad198b1852d2a46462282a8d576218b715c06ff7,46729.58459671587,Season0_dapp_gainzswap
0x10546b8246ee5a4c292eaf3e4a218cc87c5af431,46645.37651595125,Season0_dapp_gainzswap
0xff592e7633b037077137ae11fc5e2263b3934da5,46643.00910237921,Season0_dapp_gainzswap
0x64fed342b7afb2e666152173fad1401861d96eb4,46631.89776558172,Season0_dapp_gainzswap
0x0cb42ca590f632da35a1d8ecc79f5a57839c65e2,46584.17812361622,Season0_dapp_gainzswap
0x93e4ce737494ca40fcbb45287747a4cb4edae8be,46561.02320325722,Season0_dapp_gainzswap
0x3a425268663003c3f23c70ea9ce5730f3ef60f29,46558.425552398105,Season0_dapp_gainzswap
0x0a9fd20fc663cc9afa28699959965a2a2dc5aae3,46535.21548507068,Season0_dapp_gainzswap
0xe7a3de8f8e8f530b597cb512cc4e0d3f878811ca,46486.89083792674,Season0_dapp_gainzswap
0x315963e514d6c7d86538607919d02b76b053df64,46481.44277937279,Season0_dapp_gainzswap
0xbd94ab380c5d6e25845e993df6a476191385fb87,46466.895663355,Season0_dapp_gainzswap
0x4f80b5c475fced34fc9a07ffccf39e1adc1406bf,46456.86908563168,Season0_dapp_gainzswap
0x607c77eadb523bbdd3249b87697626fa18ab0cac,46452.31768486209,Season0_dapp_gainzswap
0xc9065dee6b536a0ac36ef02bb724f64fc445ea37,46444.610631359945,Season0_dapp_gainzswap
0x947cea56b9821f07efb23b16ea5add57b1c13d11,46444.10816183609,Season0_dapp_gainzswap
0xd22c830ed8c964fb36af559b10d935fa652be9cf,46441.31389024165,Season0_dapp_gainzswap
0xa27fc39b5b92196506f5a78ec62a447e7b332769,21816.58719026167,Season0_dapp_gainzswap
0xa01c87fbf7e6d84aa83d1946a6d54d4efe288cab,21781.103620952315,Season0_dapp_gainzswap
0x3462ff5e096e30f69a5b1e9e3c6a3107e8bf2309,21532.061044420057,Season0_dapp_gainzswap
0xb2ce6799a717860343248ee802bcdddf1906e959,20966.10467970929,Season0_dapp_gainzswap
0xd10d8e41e5eddb532aef22ffb9991a9a5c88c989,18489.43826589711,Season0_dapp_gainzswap
0x7437b84889af87a60fe1f40d691da4becce0ae1e,17100.215915972036,Season0_dapp_gainzswap
0xb6593f3df0cadc2dc4c61208429e4ec4059404b5,16199.948106713162,Season0_dapp_gainzswap
0x59135626fcf493782caca537048322c1de0b4667,15980.70899071254,Season0_dapp_gainzswap
0x9f7e343a80fb7bf66171b74cc2f3c76584acfe60,15975.116127175694,Season0_dapp_gainzswap
0x792c061d53584274f8c215d8feb836fcac9a6317,14634.448305874408,Season0_dapp_gainzswap
0xeeca2eee9d6c895267dec9fc1c8e1e62c99e79b6,13999.899166400754,Season0_dapp_gainzswap
0x71ef631989f6619c23cca02ed8c424fdb678646b,12089.90586382541,Season0_dapp_gainzswap
0x6e09cfea206bda77a94ac5f33e2998b7398b5935,12086.392287748567,Season0_dapp_gainzswap
0xfe0d85c9b2318982624244a5bb68fb5513da7bdf,12081.309517161217,Season0_dapp_gainzswap
0xaf846b19474208f1a2e1d948f4d7fdd81f404a42,12077.075987544818,Season0_dapp_gainzswap
0xfdbf94476879e053b79baa9ddb281ce083d65a46,12076.802202395975,Season0_dapp_gainzswap
0xeb25ba06d9d671b9561a92528afe33016c5d1061,11936.551519470182,Season0_dapp_gainzswap
0xe82b503dae1c61ebf0caa2d68435b94e22767562,11631.676772831703,Season0_dapp_gainzswap
0x9e63f1708d61acb62d743f8c7cb90d95616ff641,9907.048560181678,Season0_dapp_gainzswap
0x61e3cef3bc04e141ea2a03a62cd9293d16c82344,9697.312911861438,Season0_dapp_gainzswap
0x308458f38cc45968015a88a4188e9afc3450adc7,9174.018035052959,Season0_dapp_gainzswap
0x4b2f3d3bc39ec1c71bc1df9f18e0b44590def7ff,8942.436809047576,Season0_dapp_gainzswap
0x2f024b3eccfe52150e55a147ff4b3fc8640871b5,8716.205788364834,Season0_dapp_gainzswap
0xd32820e093df01d8c2643b6a5b187b8c2b8644bc,8531.184643977325,Season0_dapp_gainzswap
0x4aa4a02708b5a191cd9f42d6c3a99385b180610c,8511.248219706078,Season0_dapp_gainzswap
0x2d334256bb88d2488bfb582ac757b109edbb66bc,8416.764382457055,Season0_dapp_gainzswap
0xaa7793947692f5e606b648602e6c313e91aa6c88,8159.0467561646365,Season0_dapp_gainzswap
0xf7dcc97e4158c756345b7202025648d5ac11cdf4,7714.248868746141,Season0_dapp_gainzswap
0xbc67cfffaddd07bcbb784369994496d130ba7956,7585.661041317824,Season0_dapp_gainzswap
0x692e40c72f537f105b9ba2cebfdcf966f4e41948,7206.680286648583,Season0_dapp_gainzswap
0x8afe92dca564480fef01ca00a50162ecf7984f69,7071.7493321166985,Season0_dapp_gainzswap
0x1317e00095313c3d297e8d16dd5835dd4f2cc602,6968.061319144286,Season0_dapp_gainzswap
0x60f29a2cc63496bbcddcdeb77781959ebeea5497,6955.844924400924,Season0_dapp_gainzswap
0x3185b473918ac7f6bf13400489cd696d45f1ec18,6673.44377926476,Season0_dapp_gainzswap
0xde6785b0574e5867366d9e1732f968eac8b333bc,6309.277212450999,Season0_dapp_gainzswap
0xb8f6484da877ce8268453d26d4b649b7c7946206,5791.269711119552,Season0_dapp_gainzswap
0xf627f04aada6ad8878a0c4928a91ff3e5116a2d9,5763.481701638291,Season0_dapp_gainzswap
0xa71e54202d9bca276119d283f51bda5051c0abb4,5677.698831831803,Season0_dapp_gainzswap
0x5270c21628ef9b2031617ec8a73a5e98fe6b1d39,5582.105124643025,Season0_dapp_gainzswap
0xa8d032262775d08bb5f6d6e1cc7d2ac91bf7c2d3,4820.612927655899,Season0_dapp_gainzswap
0x80d6acbc3b928a69eace83c0d5714e03e5b55ef7,4752.614710121163,Season0_dapp_gainzswap
0x6c492c42393e1561d690e0453ccb94f15def587d,4685.993023473674,Season0_dapp_gainzswap
0x7d45259d6b8de5100aa2338f70d525f147d66ddf,4624.67237501831,Season0_dapp_gainzswap
0xe98b886aa448d585067087d5159792266e1df0e7,4337.033190632418,Season0_dapp_gainzswap
0x51de402d4a0d23bed2bbdbc0257c65d146049a26,4312.617132460346,Season0_dapp_gainzswap
0x0767e02552f1071ad924b982a60bbaf2e56164ce,4302.368695226688,Season0_dapp_gainzswap
0x492828bd90d503863c74fcb05765d207cfeebea5,4262.337757398833,Season0_dapp_gainzswap
0x17f439241132e182c2ca65e278579b3b8ab1660b,4224.46202077184,Season0_dapp_gainzswap
0x4e1926d10817b2ac8a8dd5ed0b7fe7649bc50dac,4140.156064631488,Season0_dapp_gainzswap
0x10fb1560037db5e360e8883d023b4ff7a33db8a8,4029.619683742435,Season0_dapp_gainzswap
0x7dc0323c7438a9c991a26c24c050d320d9e19790,3755.3822190165056,Season0_dapp_gainzswap
0xa152f0a489e520b81ca719df139782266effdae0,3646.3220265941327,Season0_dapp_gainzswap
0x048a0f98a58fe4db9ac4c49610783537ad2e3495,3613.157476016491,Season0_dapp_gainzswap
0xa9687f086031c2e2d0ce3c088c41b5f6feb305f5,3504.3121876440177,Season0_dapp_gainzswap
0xf497f034ad1382090ff9c4817076fc87804f7402,3371.204706400433,Season0_dapp_gainzswap
0xd216f9ea4086752bd3c65f5e6c617d7e9382d73f,3327.82757765718,Season0_dapp_gainzswap
0xa4256ce0ee2b1679a93395b88033ea26f1ff11d4,3184.8687884481337,Season0_dapp_gainzswap
0x8dfedb1f62820222ec8ff4d68ddcd86b71116d37,3182.75365445719,Season0_dapp_gainzswap
0x956900132b5ee2282aa65ce4fa2120ea533dc6c9,3153.2372945130533,Season0_dapp_gainzswap
0xecdb9f7e83a542f6fc93ce4185eeccea7bfeb347,3148.553660907103,Season0_dapp_gainzswap
0x23b704904bf5cf1afb0204e7bd9886c838dc2e16,3102.5765659549634,Season0_dapp_gainzswap
0x627f23c2140ed56eb89933fefd4006ce884ad179,3088.7427419341448,Season0_dapp_gainzswap
0xcae783d37ac16201631025ccea20becd1b08b2f6,3011.9508424338933,Season0_dapp_gainzswap
0x548ae35ef8f710897d682a270bcc1b7921b28b2b,3002.005343397338,Season0_dapp_gainzswap
0xd1a047600e88c99a51d71a58582ec59c151c6bf6,2982.2509078406492,Season0_dapp_gainzswap
0x1347d616d0b78c53b4d71f76714f5a3c299f34b8,2976.108817383363,Season0_dapp_gainzswap
0x44e8dcc0fba2de2b9370ede1d838503ce4ae0a3a,2943.121745070366,Season0_dapp_gainzswap
0x5313bc5f769e334b20d0844c7148c099dd2fcc39,2822.3677203799134,Season0_dapp_gainzswap
0xe805776e882a1078f9443ecd258cbb23cbe6eda1,2619.6717346738183,Season0_dapp_gainzswap
0x939e38f9d88a535b7851582672212c7bfff63742,2618.350185805876,Season0_dapp_gainzswap
0x4dc72feaa5b882fe702a14a7bd72be4fb9962346,2573.0041687865346,Season0_dapp_gainzswap
0x07064128ef444f07cda9707764cfcf93eb2c1857,2566.085136416168,Season0_dapp_gainzswap
0x028ba77d6e50d8ae3a7f2a52a9791442f17297c9,2563.8085368520933,Season0_dapp_gainzswap
0xbb595017e997042889cce7fafa2d4d32cb04f168,2560.897921864629,Season0_dapp_gainzswap
0xc126ebcbcc244fc3cd2b60fd65600b3bb96bc681,2558.4284051725253,Season0_dapp_gainzswap
0x06975482581fdcf4f22a1d4ade58cd6d8b30e3e1,2543.12444020598,Season0_dapp_gainzswap
0xdff8534f3ee03a94ac7d155a5beef97feb2d0182,2541.9429901453236,Season0_dapp_gainzswap
0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56,2509.081674150458,Season0_dapp_gainzswap
0xa8f474811e7631b365ecad33364be545a6111736,2487.938235773767,Season0_dapp_gainzswap
0x2a76de27cec3b17f9f16014683d4b382695217a2,2485.7251391539376,Season0_dapp_gainzswap
0xb8fc9dd2576bbde9e2fd1f84b62023ce31529d26,2480.8068931606617,Season0_dapp_gainzswap
0x71406a514552e84027e6a0ed5bcead27fea2074d,2479.514018846672,Season0_dapp_gainzswap
0x2dd7504c6d9cd7c7fa0f551123a6ecc0f7602665,2433.6127978713866,Season0_dapp_gainzswap
0xca7ddbc8ec13cc691e5145a26d0f655ed5df51ec,2425.2420704502238,Season0_dapp_gainzswap
0x5a713919f012fc28fa1d447f5b5da611e6b5bc90,2421.935968454831,Season0_dapp_gainzswap
0x1218dc4264605cef3e20026524f789178b7880c7,2378.608829108453,Season0_dapp_gainzswap
0xa475237ba85a4250627ee464abaacb8308315ef1,2359.066171936294,Season0_dapp_gainzswap
0xd98656735e2ba24aa705b41d026ea64069231e20,2356.8354786071973,Season0_dapp_gainzswap
0xc9489844274d28862f5306359d19eb21c764b206,2342.2238977231277,Season0_dapp_gainzswap
0x849c9037c79fae353d61c644e186f00c752174d8,2339.498843652629,Season0_dapp_gainzswap
0x8308223f29964f5a76cc1bc920e93143c3332695,2295.931523404037,Season0_dapp_gainzswap
0xb0ecb757aeb1601fe20ebeb1a2be79e8eaa56583,2272.8420250596955,Season0_dapp_gainzswap
0x7c62f2e716d0b591dcbdd8d69d754116e4094448,2246.896269702192,Season0_dapp_gainzswap
0xe54a7e7b4021a56baa629deec8634f6abbfc5827,2246.895889445041,Season0_dapp_gainzswap
0x3b5424992c92cb0dbdcc4f81949df3e7e3599e24,2246.8956359402737,Season0_dapp_gainzswap
0x1260245470260ac805fc5d8af56ef5ef5d35f870,2246.8953824355062,Season0_dapp_gainzswap
0x5906f9fb6675beaa5f9ae3db7fedbeb0423be321,2246.895128930739,Season0_dapp_gainzswap
0x15af8559ad8f85374279668f10eb01119b538d8c,2246.891199606843,Season0_dapp_gainzswap
0xa71885755301ac2c99e92c482e3156780c75b3d2,2246.890312340157,Season0_dapp_gainzswap
0x410e1c00bbe1c4c07991e2af8b2e4398d31627df,2246.889932083006,Season0_dapp_gainzswap
0x5d7955637cb6faed5f4b7a7f4e9decfb9f9ae1bb,2243.6465287117558,Season0_dapp_gainzswap
0x07942536aeffdbda4c90c04a7e00ffcf647018e0,2239.4405065318556,Season0_dapp_gainzswap
0xe6b4a3cf7ff6b5f0bcb684f7e663d17637eba8e2,2233.0022674124175,Season0_dapp_gainzswap
0xbbd8f967c29a37ea0457d1616018f58782455818,2224.642536607523,Season0_dapp_gainzswap
0x75a46e28a9954721511fe5efd53d582358872009,2216.6596153171085,Season0_dapp_gainzswap
0x5543a0bb9c25a3807c56ed5841b3c452550e65f7,2207.553926873394,Season0_dapp_gainzswap
0xcbc69338c98887ddf680da64bf2495855e3a7218,2201.533239347956,Season0_dapp_gainzswap
0x98fe5d1e17480eed1d51960a403d59e8828c5dc5,2189.9319660533456,Season0_dapp_gainzswap
0xe0d4246c4e21aca38ee4e3a52ea0bbbe218a558d,2140.2724180179534,Season0_dapp_gainzswap
0x0428ab13037b6658561a7aa0ec0f3e4a4f6f7ea4,2136.387020138923,Season0_dapp_gainzswap
0x395d0c118e62a66780921800622b298e0f828a72,2134.4303246002787,Season0_dapp_gainzswap
0xf91f9d1404927f2e04c542d6261ccf2c8cd84d10,2129.4565357126703,Season0_dapp_gainzswap
0xd15a447522421d2da6d34201e8dfee39f6c72d0f,2124.991530893285,Season0_dapp_gainzswap
0xe64051abba45f79eda1354c1b01852fed84dbc72,2124.6950570677536,Season0_dapp_gainzswap
0xb27a463e904f94130ffb319a0d3a257ee558cddc,2123.734020494355,Season0_dapp_gainzswap
0x4db6e049ea463f192a735101cd0c844614e0d29a,2121.9583159300364,Season0_dapp_gainzswap
0x02047f5b02665678051abad3e37bd43bd0bd5153,2114.7034201633896,Season0_dapp_gainzswap
0xf1dce502e5aad87aa753b60f337f3cda072c9be3,2110.005479338025,Season0_dapp_gainzswap
0xa9ad422a357b1e602b09916372523b3029123d44,2106.9711546391286,Season0_dapp_gainzswap
0x052d62a6479e3c027afff55385f2ba53ffe8ba58,2105.7682347211608,Season0_dapp_gainzswap
0x10139638fcb90e2edc67a78a4f90cba16a855e97,2105.5822858839833,Season0_dapp_gainzswap
0xe656b44258397ce52091658ed3fdbaceeb8b76c9,2101.9086954961176,Season0_dapp_gainzswap
0x3b6c81708dd0da308f62e86d32f4296d0d0efc82,2099.491832229014,Season0_dapp_gainzswap
0x3ed71751670ff36693c742caa88398a254cf2dc6,2098.813153758879,Season0_dapp_gainzswap
0xbafde4c19c3d316e7e215742428efcae526cfc38,2098.5022023765764,Season0_dapp_gainzswap
0x129b8515ff2f09866c46372f3231a0d39758614e,2098.374322779824,Season0_dapp_gainzswap
0x13699bb50f8c3f9681d12e3f825d110f3f2f81a3,2098.110531415176,Season0_dapp_gainzswap
0x83fd460f9face34a8c8c0d84f5c97d75dd263729,2097.592661077845,Season0_dapp_gainzswap
0x3a57689b86012f91e7a1869c014f0d534bb4e3ca,2096.697331438113,Season0_dapp_gainzswap
0x59bebee226237afccea2f26f477eecb39204604e,2096.590010194814,Season0_dapp_gainzswap
0x7b4a55ba007691f5846c81ffe1fc0c973f406094,2096.586904761413,Season0_dapp_gainzswap
0x3cac73fd487299351aa4f2dda3647ec49f10f463,2096.5685038776246,Season0_dapp_gainzswap
0xe8ada03cc3aa8d6e2f13b76fd21beac8bbbf305a,2096.5544870387394,Season0_dapp_gainzswap
0x167dab76621ea54841a2ecd15281df2c7bcee773,2096.5070775380927,Season0_dapp_gainzswap
0xe6dfd72f53c3415a7329b519ec5467d321b9d554,2096.5026828857835,Season0_dapp_gainzswap
0x862b010e35ded78851008cf52df05c41131ad54e,2096.4767969261848,Season0_dapp_gainzswap
0x71c67951a4a3052cc31dd74fe88f45daa4b29c1a,2096.31719170532,Season0_dapp_gainzswap
0xe26e0064d7d6a70928df53df71f83e5fb2de2972,2096.0549182877285,Season0_dapp_gainzswap
0xd05c2b64551275169235a93826ac4cec0553c409,2096.0015483444827,Season0_dapp_gainzswap
0x892e0765df4c85c7e727a31b00f256a56a38fea5,2095.762457711798,Season0_dapp_gainzswap
0x9d9c9fc95636c99dd689da945b91b0da0b87189c,2095.727067291184,Season0_dapp_gainzswap
0xb4f0c739fa3c9fcb577b7002d8c292f2078fb14f,2095.695543973352,Season0_dapp_gainzswap
0x27d099811425a31120cf4783df093c404978b849,2095.653106646087,Season0_dapp_gainzswap
0x60866601bf1d7e06637a2debb7d02ba9de57b01f,2095.5601928874894,Season0_dapp_gainzswap
0x4f574c6ef8748ffd0783527204dc0ab9cdca3175,2095.466377135933,Season0_dapp_gainzswap
0xc08ed255bfa64b7604d2bf057ae9f0e39a20bee1,2095.4128542865433,Season0_dapp_gainzswap
0xa0995cde7a159fe4ce359b11957527be66538db5,2095.2944233798194,Season0_dapp_gainzswap
0x33fe721eff0eb8049be2702f722583b21add02ff,2095.029062802664,Season0_dapp_gainzswap
0x8742a7b04e94f4880aefea673728c7263ef4513d,2094.939985120838,Season0_dapp_gainzswap
0x74977d87aef1f03de8b6c29368dc4fb4e25551c5,2094.91825024902,Season0_dapp_gainzswap
0x97f9b57fa216a4d4bf63f3f180ea6ca678f4ea95,2094.8089929169278,Season0_dapp_gainzswap
0x2603ed9d3aaf90eb12dcf91befb4dc6f7b6306b6,2094.6874658703505,Season0_dapp_gainzswap
0x6b525769da1b327adb8c392644d1c92e3887948a,2094.5780893847673,Season0_dapp_gainzswap
0x0b4effab4914596772f76074b4dff4078aee2318,2094.465294149248,Season0_dapp_gainzswap
0x4d88f879a12274937aae1747b52cabbbed4b4159,2094.435577688935,Season0_dapp_gainzswap
0xa05f6676f4161cfa7d894ff5f66ddb057a9f0b3c,2094.2853852990384,Season0_dapp_gainzswap
0xc1ba0c3c62c24725ea4e5fbd0dd935cd2813ba91,2094.196443275175,Season0_dapp_gainzswap
0xa3b222110a7a2d955435dd7f7e78455f0919fd83,2094.16077513885,Season0_dapp_gainzswap
0x2b43abe7f5363807d0b932e5ed0bf538edd7d043,2094.1248238237094,Season0_dapp_gainzswap
0x01f4373961c0198d0aaa4874b7a502432a378994,2093.811789875845,Season0_dapp_gainzswap
0x2bc4e63caa6422aa45f31863b788d5fa84229978,2093.7552155891854,Season0_dapp_gainzswap
0x91df8a6a4c988c8301122432dfb7de26be3e807f,2093.6361607687554,Season0_dapp_gainzswap
0xea204f40c43879da2581805a5d4c78a3933b3d7b,2093.6063955064665,Season0_dapp_gainzswap
0x05589a59049c9d92de9d64ae633702bca6640bb5,2093.58005443418,Season0_dapp_gainzswap
0x015cbc94e7d9b88455824cf537e9e33bf76cca87,2093.571893188736,Season0_dapp_gainzswap
0x69dcbfa79fa210337685ea887641adfe36344fa2,2093.5711209079254,Season0_dapp_gainzswap
0x6cac4a93ed8c70f21a7b3aec35ae701a1532a8e6,2093.5492970566415,Season0_dapp_gainzswap
0x714ffd9ab647a5d6a93cc3177e1cba0ac8ee2d89,2093.502166906819,Season0_dapp_gainzswap
0x29fe62a86bc5d17c5af22cb6d8d44b34e0c46267,1320.5538069878594,Season0_dapp_gainzswap
0x4e787e921a7c0a07caf6352c64d3791e3f6011ee,1316.5646506993057,Season0_dapp_gainzswap
0x854c2b50b2e00aacc4ac098efb65e1fabd35e3b4,1313.1417717056074,Season0_dapp_gainzswap
0x795793fb5791db780a357468ab1b135c22a29fb0,1311.9377059290068,Season0_dapp_gainzswap
0x278bf1d03ffb362766f57ec580ab7eda8adc6e29,1308.9562762551716,Season0_dapp_gainzswap
0x4020f9c66f531923bc4cf17386473c9e668662b0,1306.94220925599,Season0_dapp_gainzswap
0xcdc5bb60bcaebea8ef6ee4873fa1e382a617ec35,1305.598613456697,Season0_dapp_gainzswap
0x55d4d0ca4622f0e606d276a6c19953e36629badc,1303.4839575521175,Season0_dapp_gainzswap
0x3362f62eb5a94a2c6aa4decfaf2af3115baa4e40,1303.1262404369136,Season0_dapp_gainzswap
0x5e889eac07012722efbe1405e23db51e713ba642,1301.7232989439224,Season0_dapp_gainzswap
0xd5baf359f6ff0580c2052ae963e748723a42f1d8,1297.5491170100781,Season0_dapp_gainzswap
0x73782dbd58e4fda5175bd99637955eb76c3d00a1,1295.6843433990562,Season0_dapp_gainzswap
0x72b8957802eb9c072d30eefdb753ee9b4ed3b23a,1295.1906576287056,Season0_dapp_gainzswap
0xca5e4a10ae5d5063c0f597fee189d2ac408e136f,1294.4655143326418,Season0_dapp_gainzswap
0x8810b6db96ac05d57677cecef72c9c5c415d76f8,1293.1025231510139,Season0_dapp_gainzswap
0x056e38cceee360b42338ecf61d2c30291cb1c20d,1290.3531253208805,Season0_dapp_gainzswap
0x8445d17bb9a54240e1048f8e8abce5081bfad23d,1286.336119415721,Season0_dapp_gainzswap
0xdfd616b48efe0e987e76ad6eb8497caede581b71,1285.9349740951357,Season0_dapp_gainzswap
0x060205979f000208fa6859a4570b292a3801b419,1283.3853546721666,Season0_dapp_gainzswap
0x044f524aa7a7a6173dd9a539fabf89bf04e33ce6,1282.6795381840698,Season0_dapp_gainzswap
